,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
271,2020-06-08,BA,Itabela,city,19,0,True,30584.0,2914653,62.12399,0.0,0.5937809849866986,0.034415085001241304,0.0008907052425219641
272,2020-06-08,BA,Itaberaba,city,58,1,True,64489.0,2914703,89.93782,0.0172,1.7963865696616832,0.09838459079692595,0.004236477337306418
273,2020-06-08,BA,Itabuna,city,1161,33,True,213223.0,2914802,544.50036,0.0284,21.619995486227356,0.271265802950041,-0.018027405468591728
274,2020-06-08,BA,Itacaré,city,38,2,True,28296.0,2914901,134.2946,0.0526,1.0634278733094755,0.03391098756651595,0.0007027243800602413
275,2020-06-08,BA,Itaeté,city,41,0,True,16056.0,2915007,255.35625,0.0,1.5314402628740322,0.08859414334379168,0.00020507608136769004
276,2020-06-08,BA,Itagi,city,8,0,True,12351.0,2915106,64.77208,0.0,0.17991504155568525,0.006882768242863537,-7.562173289349562e-05
277,2020-06-08,BA,Itagibá,city,26,1,True,14579.0,2915205,178.33871000000002,0.0385,0.45572014790129367,0.006697920656967535,-0.00023061658941495836
278,2020-06-08,BA,Itajuípe,city,145,1,True,20491.0,2915502,707.62774,0.0069,3.606105277467265,0.15211714007317434,0.002374484403740276
279,2020-06-08,BA,Itamaraju,city,197,3,True,64486.0,2915601,305.49267000000003,0.0152,5.107897625743644,0.1824676663295837,-0.005660180378598851
280,2020-06-08,BA,Itanagra,city,7,1,True,6441.0,2915908,108.67878,0.1429,0.3297042580450507,0.00901289762302697,-0.0023110408897179815
281,2020-06-08,BA,Itanhém,city,5,0,True,19405.0,2916005,25.766560000000002,0.0,0.2330642965918783,0.0024866578882104346,-0.0021249140787494496
282,2020-06-08,BA,Itaparica,city,34,3,True,22228.0,2916104,152.96023,0.0882,0.980538416261062,0.020268511755165003,-0.0036749768282651044
283,2020-06-08,BA,Itapé,city,9,2,True,8761.0,2916203,102.728,0.2222,0.220931896102936,0.009049302801944152,1.4764716457457672e-05
284,2020-06-08,BA,Itapebi,city,7,0,True,10259.0,2916302,68.23277,0.0,0.04039760216023705,-0.010499717727903219,-0.0014729872548692074
285,2020-06-08,BA,Itapetinga,city,19,3,True,76147.0,2916401,24.95174,0.1579,0.35288744944631134,0.012575626448778514,0.0003367331014069877
286,2020-06-08,BA,Itapicuru,city,33,0,True,35576.0,2916500,92.75916,0.0,1.3545172422331586,0.08134741415418585,0.0013168018044073338
287,2020-06-08,BA,Itapitanga,city,7,0,True,10313.0,2916609,67.8755,0.0,0.22872592091549493,0.006945171471177327,-0.000670163023258372
288,2020-06-08,BA,Itarantim,city,5,1,True,19747.0,2916807,25.3203,0.2,0.11957714469068162,0.008571067442592083,0.0007537921093885145
289,2020-06-08,BA,Itatim,city,15,1,True,14487.0,2916856,103.54111,0.0667,0.27235354250251237,-0.0016329986601342553,-0.000703066030973315
290,2020-06-08,BA,Itiúba,city,8,1,True,36089.0,2917003,22.16742,0.125,0.374383881627086,0.023405826269282764,0.0005649348724563141
291,2020-06-08,BA,Itororó,city,5,0,True,20382.0,2917102,24.53145,0.0,0.03551896094231656,-0.0008945159762040472,-0.0002386604297322799
292,2020-06-08,BA,Ituaçu,city,1,0,True,18962.0,2917201,5.2737099999999995,0.0,0.0,0.0,0.0
293,2020-06-08,BA,Ituberá,city,7,1,True,28602.0,2917300,24.47381,0.1429,0.14917037090291532,0.004955131594320621,-3.258354236862793e-05
294,2020-06-08,BA,Iuiú,city,1,0,True,10994.0,2917334,9.09587,0.0,0.0,0.0,0.0
295,2020-06-08,BA,Jaborandi,city,1,0,True,8385.0,2917359,11.926060000000001,0.0,0.0,0.0,0.0
296,2020-06-08,BA,Jacaraci,city,2,0,True,14842.0,2917409,13.475270000000002,0.0,0.07305422578800017,0.008806933834911589,0.0012113164102473426
297,2020-06-08,BA,Jacobina,city,43,1,True,80518.0,2917508,53.40421,0.0233,1.2846042159632194,0.002749199220973506,-0.005560901666934596
298,2020-06-08,BA,Jaguaquara,city,41,0,True,54423.0,2917607,75.3358,0.0,0.9987010165214624,0.03028808443012854,-0.002112010563986924
299,2020-06-08,BA,Jaguarari,city,39,0,True,33570.0,2917706,116.17516,0.0,1.3708066164371389,0.08395238509625874,0.0023993999906665006
300,2020-06-08,BA,Jaguaripe,city,8,0,True,18788.0,2917805,42.58037,0.0,0.3646660415949709,0.019292295391468532,-0.00016767708900284676
301,2020-06-08,BA,Jandaíra,city,3,1,True,10709.0,2917904,28.013820000000003,0.3333,0.14255041797594228,0.015171742476300175,-0.0010461784106286026
302,2020-06-08,BA,Jequié,city,525,15,True,155966.0,2918001,336.61183,0.0286,11.419354611489565,0.24932733975182136,-0.013072657634454822
303,2020-06-08,BA,Jiquiriçá,city,1,0,True,14537.0,2918209,6.879,0.0,0.0,0.0,0.0
304,2020-06-08,BA,Jitaúna,city,15,2,True,11166.0,2918308,134.33638,0.1333,0.5158856702736045,0.023399991629794892,0.000975606803010665
305,2020-06-08,BA,João Dourado,city,38,0,True,25188.0,2918357,150.86549,0.0,3.1605774505858872,0.18746352362534624,-0.021128074510398654
306,2020-06-08,BA,Juazeiro,city,123,6,True,216707.0,2918407,56.75866,0.0488,3.251487372789026,0.20611547026024007,0.014749857067086494
307,2020-06-08,BA,Jussari,city,5,0,True,5833.0,2918555,85.71918000000001,0.0,0.14314919357601624,0.007383855555007836,0.0002122671857807344
308,2020-06-08,BA,Jussiape,city,1,0,True,6186.0,2918605,16.16554,0.0,0.0,0.0,0.0
309,2020-06-08,BA,Lafaiete Coutinho,city,6,0,True,3724.0,2918704,161.11708000000002,0.0,0.222386075147659,0.011610118657931691,-0.0001487373115949807
310,2020-06-08,BA,Laje,city,7,0,True,23840.0,2918803,29.36242,0.0,0.1363918369080835,0.00026112433001509674,0.0002841540771364616
311,2020-06-08,BA,Lajedão,city,1,0,True,3955.0,2918902,25.28445,0.0,-0.058071396325250615,-0.0004701508037811827,0.0007854035405251699
312,2020-06-08,BA,Lajedo do Tabocal,city,6,0,True,8562.0,2919058,70.07708000000001,0.0,0.06067721623107633,-0.009599811001778927,-0.0006719442309071405
313,2020-06-08,BA,Lamarão,city,7,0,True,8307.0,2919108,84.26628000000001,0.0,0.37394628848212746,0.016723358715684027,-0.0015372462647999514
314,2020-06-08,BA,Lapão,city,3,0,True,27223.0,2919157,11.02009,0.0,-0.11892491296518809,-0.0017014728573682073,0.006086219359442958
315,2020-06-08,BA,Lauro de Freitas,city,651,10,True,198440.0,2919207,328.05886,0.0154,13.855000834672015,0.2957614929020471,-0.022926279540877878
316,2020-06-08,BA,Licínio de Almeida,city,8,0,True,12388.0,2919405,64.57862,0.0,0.1792467355755745,0.004494964484017398,0.00022738446739660811
317,2020-06-08,BA,Livramento de Nossa Senhora,city,9,0,True,45732.0,2919504,19.67987,0.0,0.23283333642605797,0.00840603396633885,1.7821309438762873e-05
318,2020-06-08,BA,Luís Eduardo Magalhães,city,53,0,True,87519.0,2919553,60.55828,0.0,1.480125727019061,0.06667459490026868,0.0004934484951842473
319,2020-06-08,BA,Macarani,city,3,1,True,18755.0,2919702,15.995729999999998,0.3333,0.15627676664178322,0.012486454120572418,0.00014332619832706277
320,2020-06-08,BA,Macaúbas,city,2,0,True,49826.0,2919801,4.01397,0.0,0.1314684386363715,0.015706309082553147,0.00012150790982472637
321,2020-06-08,BA,Madre de Deus,city,36,1,True,21093.0,2919926,170.67274,0.0278,1.119380670204791,0.009766942370967232,-0.005041355196960609
322,2020-06-08,BA,Maetinga,city,2,0,True,3161.0,2919959,63.271119999999996,0.0,0.16369966827458093,0.017687815543229023,-0.002964310456637423
323,2020-06-08,BA,Maiquinique,city,6,0,True,10112.0,2920007,59.335440000000006,0.0,0.06704351870979423,-0.016352296395418745,-0.007698166591206961
324,2020-06-08,BA,Mairi,city,3,0,True,18676.0,2920106,16.0634,0.0,0.1610251649125905,0.01055015677885224,-0.0003514366410059225
325,2020-06-08,BA,Malhada,city,1,0,True,16845.0,2920205,5.93648,0.0,0.0,0.0,0.0
326,2020-06-08,BA,Malhada de Pedras,city,1,0,True,8393.0,2920304,11.91469,0.0,0.0,0.0,0.0
327,2020-06-08,BA,Manoel Vitorino,city,16,1,True,13240.0,2920403,120.84591999999999,0.0625,0.574525287311154,0.017725353286124356,-0.0008726403058342218
328,2020-06-08,BA,Mansidão,city,15,0,True,13643.0,2920452,109.94649,0.0,1.6310709436718824,0.1854651146524582,0.01131711174534483
